College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Desh Bhagat Engineering College - [DBEC], Gobindgarh","5.2/10","Gobindgarh, Punjab","AICTE","₹39.8 K / yr BE/B.Tech - avg fe...",,""
"Dev Bhoomi Institute of Technology - [DBIT], Dehradun","5.2/10","Dehradun, Uttarakhand","AICTE","₹70.6 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 29 reviews"
"Dhanalakshmi College of Engineering - [DCE], Chennai","5.2/10","Chennai, Tamil Nadu","AICTE, NBA","₹29.2 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 10 reviews"
"Dhanekula Institute of Engineering and Technology - [DIET], Vijayawada","5.2/10","Vijayawada, Andhra Pradesh","AICTE","₹63.8 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 8 reviews"
"Doon Valley College of Engineering - [DVCE], Karnal","5.2/10","Karnal, Haryana","AICTE","₹90 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 3 reviews"
"Dr. Ambedkar Institute of Technology - [AIT], Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹18.1 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 38 reviews"
"Dr. J.J. Magdum College Of Engineering, Kolhapur","5.2/10","Kolhapur, Maharashtra","AICTE, NBA","₹73.1 K / yr BE/B.Tech - avg fe...",,"4 / 5 6 reviews"
"Dr Kedar Nath Modi Institute of Engineering and Technology - [KNMIET], Modinagar","5.2/10","Modinagar, Uttar Pradesh","AICTE","₹1.29 L / yr BE/B.Tech - avg fe...",,""
"Dr MC Saxena College of Engineering and Technology - [MCSCET], Lucknow","5.2/10","Lucknow, Uttar Pradesh","AICTE","₹89.7 K / yr BE/B.Tech - avg fe...",,""
"EMax School of Engineering and Applied Research, Ambala","5.2/10","Ambala, Haryana","AICTE","₹19.6 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 1 reviews"
"EASA College of Engineering and Technology - [ECET], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 2 reviews"
"Echelon Institute of Technology, Faridabad","5.2/10","Faridabad, Haryana","AICTE, NAAC-A, MHRD","₹88 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 9 reviews"
"Erode Sengunthar Engineering College, Erode","5.2/10","Erode, Tamil Nadu","AICTE, NBA","₹40 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 6 reviews"
"Federal Institute of Science and Technology - [FISAT] Angamaly, Ernakulam","5.2/10","Ernakulam, Kerala","AICTE, NAAC","₹83.4 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 8 reviews"
"Francis Xavier Engineering College, Tirunelveli","5.2/10","Tirunelveli, Tamil Nadu","AICTE, UGC, NBA","₹29.2 K / yr BE/B.Tech - avg fe...",,"2.4 / 5 3 reviews"
"GD Rungta College of Engineering and Technology - [GDRCET], Bhilai","5.2/10","Bhilai, Chhattisgarh","AICTE","₹68 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 3 reviews"
"GGS College of Modern Technology, Mohali","5.2/10","Mohali, Punjab","AICTE","₹80 K / yr BE/B.Tech - avg fe...",,"2.4 / 5 8 reviews"
"GKM College of Engineering and Technology, Chennai","5.2/10","Chennai, Tamil Nadu","AICTE, NAAC, NBA","₹29.2 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 7 reviews"
"GS Mandal's Marathwada Institute of Technology - [MIT], Aurangabad","5.2/10","Aurangabad, Maharashtra","AICTE","₹81 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 11 reviews"
"G.V. Acharya Institute of Engineering and Technology - [GVAIET], Raigarh","5.2/10","Raigarh, Maharashtra","AICTE","₹33 K / yr BE/B.Tech - avg fe...",,""
"Galaxy Global Group of Institutions - [GGGI], Ambala","5.2/10","Ambala, Haryana","AICTE","₹72 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 8 reviews"
"Gandhi Engineering College - [GEC], Bhubaneswar","5.2/10","Bhubaneswar, Orissa","AICTE","₹59 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 11 reviews"
"Gandhi Institute of Engineering and Technology - [GIET], Bhubaneswar","5.2/10","Bhubaneswar, Orissa","AICTE, NAAC, UGC, NBA","₹68 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 31 reviews"
"Gates Institute of Technology-[GIT], Ananthapur","5.2/10","Ananthapur, Andhra Pradesh","AICTE","₹41 K / yr BE/B.Tech - avg fe...",,"4 / 5 10 reviews"
"Geethanjali College of Engineering and Technology Keesara, Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, NBA","₹82.4 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 14 reviews"
"Ghubaya College of Engineering and Technology - [GCET], Firozpur","5.2/10","Firozpur, Punjab","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,
"Global Academy of Technology - [GAT], Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹50.5 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 22 reviews"
"Global Research Institute of Management and Technology, Yamuna Nagar","5.2/10","Yamuna Nagar, Haryana","AICTE","₹47.2 K / yr BE/B.Tech - avg fe...",,""
"Godavari Institute of Engineering and Technology - [GIET], Rajahmundhry","5.2/10","Rajahmundhry, Andhra Pradesh","AICTE, UGC, NBA, NAAC-A","₹30 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 41 reviews"
"Gokul Institute of Technology and Sciences - [GITAS], Vizianagaram","5.2/10","Vizianagaram, Andhra Pradesh","AICTE, NBA","₹35 K / yr BE/B.Tech - avg fe...",,"2 / 5 5 reviews"
"Gokula Krishna College of Engineering Sullurpet - [GKCE], Nellore","5.2/10","Nellore, Andhra Pradesh","AICTE","₹55.7 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 7 reviews"
"Government College of Engineering & Textile Technology - [GCETT], Serampore","5.2/10","Serampore, West Bengal","AICTE","₹18.4 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 7 reviews"
"Government College of Engineering and Leather Technology - [GCELT], Saltlake","5.2/10","Saltlake, West Bengal","AICTE","₹16.4 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 6 reviews"
"Government Engineering College -[GEC], Gandhi Nagar","5.2/10","Gandhi Nagar, Gujarat","AICTE, NBA","₹4.5 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 15 reviews"
"Government Engineering College, Valsad","5.2/10","Valsad, Gujarat","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College, Patan","5.2/10","Patan, Gujarat","AICTE","₹42.5 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College - [GECH], Hassan","5.2/10","Hassan, Karnataka","AICTE","₹18.1 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 1 reviews"
"Government Sri Krishnarajendra Silver Jubilee Technological Institute, Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹25 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 4 reviews"
"Guru Nanak Institute of Technology - [GNIT], Ambala","5.2/10","Ambala, Haryana","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 3 reviews"
"Guru Nanak Institute Technology - [GNIT], Ibrahimpatnam","5.2/10","Ibrahimpatnam, Telangana","AICTE","₹2.71 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 37 reviews"
"Gyan Ganga College of Technology - [GGCT], Jabalpur","5.2/10","Jabalpur, Madhya Pradesh","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 7 reviews"
"Haryana College of Technology and Management, Kaithal","5.2/10","Kaithal, Haryana","AICTE, NBA","₹17.4 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 13 reviews"
"Haryana Engineering College - [HEC], Yamuna Nagar","5.2/10","Yamuna Nagar, Haryana","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 10 reviews"
"Holy Mary Institute of Technology and Science, Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NAAC","₹35 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 17 reviews"
"Ideal Institute of Technology, Ghaziabad","5.2/10","Ghaziabad, Uttar Pradesh","AICTE, NBA","₹76.5 K / yr BE/B.Tech - avg fe...",,""
"Inderprastha Engineering College - [IPEC], Ghaziabad","5.2/10","Ghaziabad, Uttar Pradesh","AICTE","₹1.13 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 42 reviews"
"Indic Institute of Design and Research - [IIDR], Khorda","5.2/10","Khorda, Orissa","AICTE","₹37.5 K / yr BE/B.Tech - avg fe...",,
"Indo Global College of Engineering, Mohali","5.2/10","Mohali, Punjab","AICTE","₹85.5 K / yr BE/B.Tech - avg fe...",,""
"Info Institute of Engineering - [IIE], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 3 reviews"
"Jawaharlal Nehru National College of Engineering - [JNNCE], Shimoga","5.2/10","Shimoga, Karnataka","AICTE, NBA","₹55 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 23 reviews"
"Jayamukhi Institute of Technological Sciences - [JITS], Warangal","5.2/10","Warangal, Telangana","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 12 reviews"
"Jayaprakash Narayan College of Engineering - [JPNCE], Mahabub Nagar","5.2/10","Mahabub Nagar, Telangana","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 10 reviews"
"Jayawantrao Sawant College of Engineering- [JSCOE], Pune","5.2/10","Pune, Maharashtra","AICTE, NBA","₹1.1 L / yr BE/B.Tech - avg fe...",,"3 / 5 10 reviews"
"Jaypee University of Engineering and Technology - [JUET], Guna","5.2/10","Guna, Madhya Pradesh","UGC, NAAC-A","₹1.88 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 21 reviews"
"Joginpally BR Engineering College -[JBREC] Yenkapally, Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹15.4 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 12 reviews"
"Jyothishmathi Institute of Technology and Science - [JITS], Karim Nagar","5.2/10","Karim Nagar, Telangana","AICTE","₹46.8 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 6 reviews"
"KIIT College of Engineering, Gurgaon","5.2/10","Gurgaon, Haryana","AICTE","₹75 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 6 reviews"
"KLN College of Information Technology - [KLNCIT], Sivaganga","5.2/10","Sivaganga, Tamil Nadu","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 2 reviews"
"KPR Institute of Engineering & Technology - [KPRIET], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"KSR College of Engineering, Namakkal","5.2/10","Namakkal, Tamil Nadu","AICTE, NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 9 reviews"
"Kalasalingam Institute of Technology - [KIT], Krishnankovil","5.2/10","Krishnankovil, Tamil Nadu","AICTE, NBA","₹1.14 L / yr BE/B.Tech - avg fe...",,"4 / 5 1 reviews"
"Kalpi Institute of Technology - [KIT], Ambala","5.2/10","Ambala, Haryana","AICTE","-- BE/B.Tech",,
"Kamala Institute of Technology & Science- [KITS], Karim Nagar","5.2/10","Karim Nagar, Telangana","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 4 reviews"
"Kamaraj College of Engineering and Technology - [KCET], Virudhunagar","5.2/10","Virudhunagar, Tamil Nadu","NAAC-A","₹50 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 6 reviews"
"Kandula Obul Reddy Memorial College of Engineering - [KORMCE], Kadapa","5.2/10","Kadapa, Andhra Pradesh","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 3 reviews"
"Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE], Kadapa","5.2/10","Kadapa, Andhra Pradesh","AICTE, NAAC, NBA","₹85 K / yr BE/B.Tech - avg fe...",,"2.3 / 5 6 reviews"
"Karmavir Dadasaheb Kannamwar College of Engineering - [KDK], Nagpur","5.2/10","Nagpur, Maharashtra","AICTE, NBA","₹88.2 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 10 reviews"
"Karpagam Institute of Technology, Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,""
"Kaushik College of Engineering, Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,""
"Kautilya Institute of Technology and Engineering and School of Management-[KITE-SOM], Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹71.9 K / yr BE/B.Tech - avg fe...",,"3 / 5 10 reviews"
"Kirodimal Institute of Technology, Raigarh","5.2/10","Raigarh, Chhattisgarh","AICTE","₹60.4 K / yr BE/B.Tech - avg fe...",,
"Krishna Engineering College - [KEC], Ghaziabad","5.2/10","Ghaziabad, Uttar Pradesh","AICTE","₹1.02 L / yr BE/B.Tech - avg fe...",,""
"Kruti Institute of Technology and Engineering - [KITE], Raipur","5.2/10","Raipur, Chhattisgarh","NCTE, AICTE","₹69.7 K / yr BE/B.Tech - avg fe...",,""
"Kshatriya College of Engineering - [KCEA], Nizamabad","5.2/10","Nizamabad, Telangana","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 22 reviews"
"Kuppam Engineering College - [KEC], Chittoor","5.2/10","Chittoor, Andhra Pradesh","AICTE, NAAC, UGC, NBA","₹35 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 10 reviews"
"Kurukshetra Institute of Technology and Management - [KITM], Kurukshetra","5.2/10","Kurukshetra, Haryana","AICTE","₹77.6 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 17 reviews"
"L.B.S. College of Engineering - [LBSCEK], Kasaragod","5.2/10","Kasaragod, Kerala","AICTE, NBA","₹34.2 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 5 reviews"
"LBS Institute of Technology for Women - [LBSITW] Poojappura, Thiruvananthapuram","5.2/10","Thiruvananthapuram, Kerala","AICTE","₹15.8 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 5 reviews"
"LDRP Institute of Technology and Research - [LDRP-ITR], Gandhi Nagar","5.2/10","Gandhi Nagar, Gujarat","AICTE","₹1.02 L / yr BE/B.Tech - avg fe...",,"3.6 / 5 28 reviews"
"L.J. Institute of Engineering and Technology - [LJIET], Ahmedabad","5.2/10","Ahmedabad, Gujarat","PCI, AICTE","₹68 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 31 reviews"
"Lakhmi Chand Institute of Technology - [LCIT], Bilaspur","5.2/10","Bilaspur, Chhattisgarh","AICTE","₹70.8 K / yr BE/B.Tech - avg fe...",,""
"Laqshya Institute of Technology & Sciences, Khammam","5.2/10","Khammam, Telangana","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,""
"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule","5.2/10","Dhule, Maharashtra","AICTE, NBA","₹82 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 5 reviews"
"Leelavati Awhad Institute of Technology and Management Studies and Research - [LAITM & R], Thane","5.2/10","Thane, Maharashtra","AICTE","₹64.8 K / yr BE/B.Tech - avg fe...",,""
"Lendi Institute of Engineering and Technology, Vizianagaram","5.2/10","Vizianagaram, Andhra Pradesh","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 12 reviews"
"Lords Institute of Engineering and Technology, Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NBA, NAAC-A","₹56 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 5 reviews"
"Ludhiana College of Engineering and Technology, Ludhiana","5.2/10","Ludhiana, Punjab","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 10 reviews"
"M.A.M College of Engineering - [MAMCE], Thiruchirapalli","5.2/10","Thiruchirapalli, Tamil Nadu","AICTE, NBA","₹72.2 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 23 reviews"
"MCKV Institute of Engineering - [MCKVIE], Howrah","5.2/10","Howrah, West Bengal","AICTE","₹86.8 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 25 reviews"
"MET Institute of Engineering - [MET], Nashik","5.2/10","Nashik, Maharashtra","AICTE","₹67.4 K / yr BE/B.Tech - avg fe...",,""
"M. Kumarasamy College of Engineering - [MKCE], Karur","5.2/10","Karur, Tamil Nadu","AICTE, NBA, NAAC-B","₹40 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 9 reviews"
"Marri Laxman Reddy Institute of Technology & Management - [MLRITM], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"4 / 5 30 reviews"
"Christian College of Engineering and Technology - [CCET], Bhilai","5.2/10","Bhilai, Chhattisgarh","AICTE","₹68.8 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 4 reviews"
"MS Bidve Engineering College, Latur","5.2/10","Latur, Maharashtra","AICTE, NBA","₹15.2 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 9 reviews"
"MVJ College of Engineering - [MVJCE], Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹64.4 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 31 reviews"
"Mahatma Gandhi Engineering College, Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"Mahatma Gandhi Institute of Engineering and Management - [MGIEM], Indore","5.2/10","Indore, Madhya Pradesh","AICTE","₹45.6 K / yr BE/B.Tech - avg fe...",,
"Malla Reddy Institute of Technology - [MRIT], Secunderabad","5.2/10","Secunderabad, Telangana","AICTE","₹73.5 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 4 reviews"
"Malla Reddy Institute of Technology and Science - [MRITS], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NBA","₹63.8 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 13 reviews"
"Malout Institute of Management and Information Technology - [MIMIT], Malout","5.2/10","Malout, Punjab","AICTE","₹86.2 K / yr BE/B.Tech - avg fe...",,""
"Malwa Institute of Technology - [MIT], Indore","5.2/10","Indore, Madhya Pradesh","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 9 reviews"
"Maratha Mandal Engineering College - [MMEC], Belgaum","5.2/10","Belgaum, Karnataka","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"2.1 / 5 3 reviews"
"Marathwada Mitra Mandal's College of Engineering - [MMCOE] Karvenagar, Pune","5.2/10","Pune, Maharashtra","AICTE","₹81.9 K / yr BE/B.Tech - avg fe...",,"4 / 5 11 reviews"
"Meenakshi College of Engineering, Chennai","5.2/10","Chennai, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 5 reviews"
"Meghnad Saha Institute of Technology - [MSIT], Kolkata","5.2/10","Kolkata, West Bengal","AICTE","₹86.4 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 20 reviews"
"Methodist College of Engineering & Technology - [MCET], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3 / 5 11 reviews"
"Modi Institute of Technology - [MIT], Kota","5.2/10","Kota, Rajasthan","AICTE","₹44 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 6 reviews"
"NBKR Institute of Science and Technology Vidyanagar - [NBKRIST], Nellore","5.2/10","Nellore, Andhra Pradesh","AICTE, NBA, NAAC-A","₹54 K / yr BE/B.Tech - avg fe...",,""
"NBN Sinhgad School of Engineering - [NBNSSOE], Ambegaon","5.2/10","Ambegaon, Maharashtra","AICTE","₹93.7 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 10 reviews"
"NC College of Engineering, Panipat","5.2/10","Panipat, Haryana","NCTE, AICTE","₹56.5 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 8 reviews"
"NGF College of Engineering and Technology - [NGFCET], Palwal","5.2/10","Palwal, Haryana","AICTE","₹72.8 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 14 reviews"
"NIE Institute of Technology - [NIEIT], Mysore","5.2/10","Mysore, Karnataka","AICTE","₹58.8 K / yr BE/B.Tech - avg fe...",,""
"Nandha Engineering College - [NEC], Erode","5.2/10","Erode, Tamil Nadu","AICTE, NBA, NAAC-B","₹40 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 10 reviews"
"Narasaraopeta Engineering College - [NEC], Narasaraopet","5.2/10","Narasaraopet, Andhra Pradesh","AICTE, NBA, NAAC-A","₹10 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 15 reviews"
"Narayana Engineering College Gudur - [NEC], Nellore","5.2/10","Nellore, Andhra Pradesh","AICTE","₹55.7 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 12 reviews"
"National Institute of Science and Technology - [NIST], Berhampur","5.2/10","Berhampur, Orissa","AICTE, NAAC-A","₹70 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 38 reviews"
"Nehru Institute of Engineering and Technology - [NIET], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 17 reviews"
"Netaji Subhash Engineering College - [NSEC], Kolkata","5.2/10","Kolkata, West Bengal","AICTE, NBA","₹89.3 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 41 reviews"
"New Horizon College of Engineering - [NHCE], Bangalore","5.2/10","Bangalore, Karnataka","AICTE, NBA, NAAC-A","₹1.75 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 28 reviews"
"Nishitha College of Engineering & Technology - [NCET], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹49.4 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 17 reviews"
"Nitte Meenakshi Institute of Technology - [NMIT], Bangalore","5.2/10","Bangalore, Karnataka","AICTE, UGC, NBA, NAAC-A","₹79.5 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 36 reviews"
"Orissa Engineering College - [OEC], Bhubaneswar","5.2/10","Bhubaneswar, Orissa","AICTE, NAAC","₹26.7 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 23 reviews"
"PA College of Engineering and Technology - [PACET], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,"4.9 / 5 1 reviews"
"PACE Institute of Technology and Sciences, Prakasam","5.2/10","Prakasam, Andhra Pradesh","AICTE","₹50.6 K / yr BE/B.Tech - avg fe...",,""
"PDM College of Engineering, Bahadurgarh","5.2/10","Bahadurgarh, Haryana","AICTE, UGC","₹1.19 L / yr BE/B.Tech - avg fe...",,"2.8 / 5 23 reviews"
"PDA College of Engineering, Gulbarga","5.2/10","Gulbarga, Karnataka","AICTE, NBA","₹55 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 22 reviews"
"Pinkcity Engineering College and Research Centre - [PECRC], Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,
"Potti Sriramulu College of Engineering and Technology - [PSCMRCET], Vijayawada","5.2/10","Vijayawada, Andhra Pradesh","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 13 reviews"
"Prakasam Engineering College - [PEC], Kandukur","5.2/10","Kandukur, Andhra Pradesh","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 6 reviews"
"Pranveer Singh Institute of Technology - [PSIT], Kanpur","5.2/10","Kanpur, Uttar Pradesh","AICTE","₹75.3 K / yr BE/B.Tech - avg fe...",,"4 / 5 33 reviews"
"Prasad Institute of Technology - [PIT], Jaunpur","5.2/10","Jaunpur, Uttar Pradesh","AICTE","₹64 K / yr BE/B.Tech - avg fe...",,""
"Prathyusha Engineering College - [PEC], Thiruvallur","5.2/10","Thiruvallur, Tamil Nadu","AICTE, NBA","₹45 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 7 reviews"
"Praveenya Institute of Marine Engineering and Maritime Studies - [PRIME], Vizianagaram","5.2/10","Vizianagaram, Andhra Pradesh","AICTE, ICAR","₹2.59 L / yr BE/B.Tech - avg fe...",,"3.4 / 5 2 reviews"
"Prince Shri Venkateshwara Padmavathy Engineering College - [PSVPEC], Chennai","5.2/10","Chennai, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"2.5 / 5 1 reviews"
"Punjab Institute of Engineering and Applied Research - [PIER], Mohali","5.2/10","Mohali, Punjab","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,""
"QIS College of Engineering and Technology - [QISCET], Prakasam","5.2/10","Prakasam, Andhra Pradesh","AICTE, NBA","₹77.2 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 7 reviews"
"QIS Institute of Technology - [QISIT], Prakasam","5.2/10","Prakasam, Andhra Pradesh","AICTE","₹77.2 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 2 reviews"
"RCC Institute of Information Technology - [RCCIIT], Kolkata","5.2/10","Kolkata, West Bengal","AICTE","₹90.6 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 20 reviews"
"RMD Sinhgad School of Engineering -[RMDSSOE] Warje, Pune","5.2/10","Pune, Maharashtra","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 7 reviews"
"RN College of Engineering and Management, Rohtak","5.2/10","Rohtak, Haryana","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 1 reviews"
"R.R. Institute of Modern Technology - [RRIMT], Lucknow","5.2/10","Lucknow, Uttar Pradesh","AICTE","₹98.5 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 22 reviews"
"Sri Indu Institute of Engineering & Technology - [SICET], Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, NBA","₹35 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 12 reviews"
"Raghu Institute of Technology - [RIT], Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE, NBA","₹30 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 8 reviews"
"Raipur Institute of Technology - [RITEE], Raipur","5.2/10","Raipur, Chhattisgarh","AICTE, NBA","₹68.8 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 5 reviews"
"Raja Mahendra College of Engineering - [RMCE], Ibrahimpatnam","5.2/10","Ibrahimpatnam, Telangana","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"Ram Meghe Institute of Technology and Research - [RMITR], Amravati","5.2/10","Amravati, Maharashtra","AICTE","₹80.3 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 12 reviews"
"Ramachandra College of Engineering - [RCE], Eluru","5.2/10","Eluru, Andhra Pradesh","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"3 / 5 1 reviews"
"Rattan Institute of Technology and Management - [RITM], Palwal","5.2/10","Palwal, Haryana","AICTE","₹74 K / yr BE/B.Tech - avg fe...",,""
"Reva Institute of Technology and Management - [RITM], Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹2.31 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 22 reviews"
"RH Sapat College of Engineering, Management Studies and Research, Nashik","5.2/10","Nashik, Maharashtra","AICTE","₹55.9 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 4 reviews"
"Rishiraj Institute of Technology - [RIT], Indore","5.2/10","Indore, Madhya Pradesh","AICTE","₹58 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 4 reviews"
